"tramite_tipo","tramite_fecha","fecha_inscripcion_inicial","registro_seccional_codigo","registro_seccional_descripcion","registro_seccional_provincia","automotor_origen","automotor_anio_modelo","automotor_tipo_codigo","automotor_tipo_descripcion","automotor_marca_codigo","automotor_marca_descripcion","automotor_modelo_codigo","automotor_modelo_descripcion","automotor_uso_codigo","automotor_uso_descripcion","titular_tipo_persona","titular_domicilio_localidad","titular_domicilio_provincia","titular_genero","titular_anio_nacimiento","titular_pais_nacimiento","titular_porcentaje_titularidad","titular_domicilio_provincia_id","titular_pais_nacimiento_id"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2023-03-13","2001-01-05",21042,"ROSARIO Nº 07","Santa Fe","Nacional","2001","","SEDAN","08","CHEVROLET","77","CORSA 3 PTAS WIND 1.6 MPFI","1","Privado","Física","ROSARIO","SANTA FE","Masculino","1990","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2023-03-01","2007-06-25",8005,"CHAJARI","Entre Ríos","Nacional","2007","","SEMIREMOLQUE TANQUE","04","HELVETICA","06","SR 3E 1.2","1","Privado","Física","FEDERACIÓN","ENTRE RIOS","Femenino","1983","ARGENTINA",100,"30","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2023-03-28","2000-09-20",21015,"ROSARIO Nº 03","Santa Fe","Nacional","2000","","SEDAN","08","CHEVROLET","77","CORSA 3 DOOR WIND 1.6 MPFI","1","Privado","Física","ROSARIO","SANTA FE","Femenino","1992","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2023-03-31","1995-02-09",2029,"CAPITAL FEDERAL Nº 029","Ciudad Autónoma de Bs.As.","Nacional","1995","","FURGON CON EQUIPO DE FRIO","19","FORD","17","F-150 DIESEL","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1969","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2023-03-06","2000-06-01",1255,"LOMAS DE ZAMORA Nº 8","Buenos Aires","Nacional","2000","","3 PTAS","08","CHEVROLET","76","CORSA WIND 1.7 DIESEL-3P","1","Privado","Física","TEMPERLEY","BUENOS AIRES","No identificado","1985","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2023-03-29","2006-07-26",1253,"LA PLATA Nº 13","Buenos Aires","Nacional","2006","","FURGON 600","34","PEUGEOT","EP","PARTNER FURGON D PLC PRESENCE","1","Privado","Física","LA PLATA","BUENOS AIRES","Masculino","1978","ARGENTINA",50,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2023-03-03","2002-04-12",1244,"LA MATANZA Nº 11","Buenos Aires","Nacional","2002","","FURGON 3000","29","MERCEDES BENZ","95","SPRINTER 312D/F3000","1","Privado","Física","RAMOS MEJI­A","BUENOS AIRES","Femenino","1978","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2023-03-16","2000-10-10",1295,"EZEIZA Nº 2","Buenos Aires","Nacional","2000","","SEDAN","08","CHEVROLET","77","CORSA 3 DOOR WIND 1.6 MPFI","1","Privado","Física","LA UNION","BUENOS AIRES","No identificado","1954","BOLIVIA",100,"06","BOL"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2023-03-16","2007-06-05",2068,"CAPITAL FEDERAL Nº 068","Ciudad Autónoma de Bs.As.","Nacional","2007","","FURGON 600","34","PEUGEOT","EP","PARTNER FURGON D PLC PRESENCE","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1993","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2023-03-31","2008-09-16",2015,"CAPITAL FEDERAL Nº 015","Ciudad Autónoma de Bs.As.","Nacional","2008","","FURGON 600","34","PEUGEOT","DT","PARTNER FURGON D PLC CONFORT","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1971","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2023-03-02","1992-04-08",1257,"MORENO Nº 3","Buenos Aires","Nacional","1992","","CHASIS C/CABINA P/CAMION","29","MERCEDES BENZ","52","L 1619/45","1","Privado","Física","TRUJUI","BUENOS AIRES","Femenino","1967","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2023-03-27","1999-12-02",1240,"JOSE C. PAZ Nº 1","Buenos Aires","Nacional","1999","","5 PUERTAS","08","CHEVROLET","79","CORSA WIND 1.6 M.P.F.I. 5P","1","Privado","Física","JOSE C. PAZ","BUENOS AIRES","Masculino","1980","ARGENTINA",100,"06","ARG"
