tramite_tipo,tramite_fecha,fecha_inscripcion_inicial,registro_seccional_codigo,registro_seccional_descripcion,registro_seccional_provincia,automotor_origen,automotor_anio_modelo,automotor_tipo_codigo,automotor_tipo_descripcion,automotor_marca_codigo,automotor_marca_descripcion,automotor_modelo_codigo,automotor_modelo_descripcion,automotor_uso_codigo,automotor_uso_descripcion,titular_tipo_persona,titular_domicilio_localidad,titular_domicilio_provincia,titular_genero,titular_anio_nacimiento,titular_pais_nacimiento,titular_porcentaje_titularidad,titular_domicilio_provincia_id,titular_pais_nacimiento_id
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2025-02-03,2022-09-05,1211,QUILMES Nº 6,Buenos Aires,Protocolo 21,2022,05,SEDAN 5 PUERTAS,130,TOYOTA,A76,YARIS XLS 1.5 CVT,1,Privado,Física,SAN FRANCISCO SOLANO,BUENOS AIRES,Femenino,1991,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2025-02-03,1976-08-12,2009,CAPITAL FEDERAL Nº 009,Ciudad Autónoma de Buenos Aires,Nacional,1976,12,SEDAN 4 PTAS,15,DODGE,23,1500,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1949,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2025-02-03,1999-06-28,2089,CAPITAL FEDERAL Nº 089,Ciudad Autónoma de Buenos Aires,Protocolo 21,1999,05,SEDAN 5 PTAS,024,CHEVROLET,103,CORSA GL 1.6 MPFI,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1993,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2025-02-03,2013-03-26,4037,CORDOBA Nº 06,Córdoba,Nacional,2013,17,SEDAN 5 PUERTAS,34,PEUGEOT,LN,308 ALLURE HDI,1,Privado,Física,CORDOBA,CORDOBA,No identificado,1965,ARGENTINA,100,14,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2025-02-03,2005-08-10,1185,ADROGUE Nº 3,Buenos Aires,Nacional,2005,17,SEDAN 5 PTAS,34,PEUGEOT,EJ,206 XT 1.6 5P ABS,1,Privado,Física,BURZACO,BUENOS AIRES,No identificado,1990,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2025-02-03,2014-11-17,4008,CORDOBA Nº 04,Córdoba,Protocolo 21,2014,02,SEDAN 4 PUERTAS,136,VOLKSWAGEN,426,VOYAGE 1.6,1,Privado,Física,CORDOBA,CORDOBA,Masculino,1989,ARGENTINA,100,14,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2025-02-03,2005-06-30,1240,JOSE C. PAZ Nº 1,Buenos Aires,Protocolo 21,2005,30,FURGONETA,044,FIAT,591,FIORINO FIRE 1242 MPI 8V,1,Privado,Física,JOSE.C.PAZ,BUENOS AIRES,No identificado,1999,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2025-02-03,2015-02-02,1240,JOSE C. PAZ Nº 1,Buenos Aires,Protocolo 21,2015,02,SEDAN 4 PUERTAS,044,FIAT,740,LINEA ABSOLUTE 1.8 16V,1,Privado,Física,JOSE C.PAZ,BUENOS AIRES,Masculino,1957,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2025-02-03,2007-10-09,1240,JOSE C. PAZ Nº 1,Buenos Aires,Nacional,2007,20,PICK-UP,19,FORD,TA,RANGER DC 4X2 XL 3.0L D,1,Privado,Física,VUCETICH,BUENOS AIRES,No identificado,1979,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2025-02-03,2009-03-03,2010,CAPITAL FEDERAL Nº 010,Ciudad Autónoma de Buenos Aires,Protocolo 21,2009,05,SEDAN 5 PUERTAS,024,CHEVROLET,405,MERIVA GL PLUS 1.8 SOHC,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,2005,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2025-02-03,2018-08-31,1293,PILAR Nº 4,Buenos Aires,Protocolo 21,2018,05,SEDAN 5 PUERTAS,136,VOLKSWAGEN,577,GOL TREND 1.6 MSI,1,Privado,Física,LAGOMARSINO,BUENOS AIRES,Masculino,1984,PARAGUAY,100,06,221
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2025-02-03,2004-05-24,1214,ITUZAINGO Nº 1 (EX. MORON Nº 8),Buenos Aires,Importado,2004,05,SEDAN 5 PTAS,104,PEUGEOT,453,307 XS 2.0 HDI,1,Privado,Física,ITUZAINGO,BUENOS AIRES,No identificado,1969,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2025-02-03,2014-09-02,1214,ITUZAINGO Nº 1 (EX. MORON Nº 8),Buenos Aires,Importado,2014,05,SEDAN 5 PUERTAS,072,KIA,287,SOUL EX 1.6 A/T,1,Privado,Física,ITUZAINGÓ,BUENOS AIRES,No identificado,1954,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2025-02-03,2012-08-14,1214,ITUZAINGO Nº 1 (EX. MORON Nº 8),Buenos Aires,Protocolo 21,2012,04,RURAL 5 PTAS,047,FORD,597,ECOSPORT 1.6 L 4X2 XL PLUS,1,Privado,Física,MORON,BUENOS AIRES,Masculino,1988,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2025-02-03,2006-10-31,1214,ITUZAINGO Nº 1 (EX. MORON Nº 8),Buenos Aires,Protocolo 21,2006,22,SEDAN 3 PUERTAS,136,VOLKSWAGEN,274,GOL 1.6,1,Privado,Física,ITUZAINGO,BUENOS AIRES,No identificado,1978,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2025-02-03,2017-03-06,2038,CAPITAL FEDERAL Nº 038,Ciudad Autónoma de Buenos Aires,Nacional,2017,17,SEDAN 5 PUERTAS,34,PEUGEOT,NG,308 ALLURE 1.6,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1992,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2025-02-03,2012-01-06,2038,CAPITAL FEDERAL Nº 038,Ciudad Autónoma de Buenos Aires,Nacional,2012,17,SEDAN 5 PTAS,34,PEUGEOT,KS,PARTNER PATAGONICA 1.6 N VTC,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1976,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2025-02-03,2014-08-13,2039,CAPITAL FEDERAL Nº 039,Ciudad Autónoma de Buenos Aires,Importado,2014,02,SEDAN 4 PUERTAS,136,VOLKSWAGEN,365,VOLKSWAGEN VENTO 2.5,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1976,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2025-02-03,2015-08-26,1266,MALVINAS ARGENTINAS Nº 3,Buenos Aires,Protocolo 21,2015,04,RURAL 5 PUERTAS,112,RENAULT,A16,DUSTER PH2 DYNAMIQUE 1.6,1,Privado,Física,GRAND BOURG,BUENOS AIRES,No identificado,1986,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2025-02-03,1998-07-17,1266,MALVINAS ARGENTINAS Nº 3,Buenos Aires,Importado,1998,,MINIBUS,044,FIAT,242,DUCATO 2.5D,1,Privado,Física,LOS POLVORINES,BUENOS AIRES,Masculino,1991,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2025-02-03,1998-04-17,1216,QUILMES Nº 7,Buenos Aires,Importado,1998,30,FURGONETA,047,FORD,395,COURIER,1,Privado,Física,QUILMES,BUENOS AIRES,Masculino,1992,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2025-02-03,2020-05-18,1242,MAR DEL PLATA Nº 11,Buenos Aires,Protocolo 21,2020,05,SEDAN 5 PUERTAS,027,CITROEN,538,C3 VTI 115 URBAN TRAIL AM20.5,1,Privado,Física,MAR DEL PLATA,BUENOS AIRES,No identificado,1980,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2025-02-03,1993-07-27,4010,COSQUIN Nº 1,Córdoba,Nacional,1993,12,SEDAN 4 PTAS,53,VOLKSWAGEN,10,VW SENDA,1,Privado,Física,SAN ROQUE,CORDOBA,No identificado,1981,ARGENTINA,100,14,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2025-02-03,2000-01-03,4010,COSQUIN Nº 1,Córdoba,Nacional,2000,18,SEDAN 3 PTAS,17,FIAT,72,PALIO S 1.3 MPI (3 P),1,Privado,Física,COSQUIN,CORDOBA,No identificado,1989,ARGENTINA,100,14,200
COMUNICACIÓN DE RECUPERO,2025-02-03,2004-02-10,1188,LA PLATA Nº 07,Buenos Aires,Importado,2004,02,SEDAN 4 PUERTAS,018,BMW,219,530D,1,Privado,Jurídica,LA PLATA,BUENOS AIRES,No aplica,1946,No aplica,100,06,
COMUNICACIÓN DE RECUPERO,2025-02-03,2014-12-03,1188,LA PLATA Nº 07,Buenos Aires,Nacional,2014,20,PICK-UP,19,FORD,YG,RANGER2 DC 4X4 LTD AT 3.2L DSL,1,Privado,Jurídica,LA PLATA,BUENOS AIRES,No aplica,1946,No aplica,100,06,
COMUNICACIÓN DE RECUPERO,2025-02-03,2015-01-30,1188,LA PLATA Nº 07,Buenos Aires,Protocolo 21,2015,05,SEDAN 5 PUERTAS,136,VOLKSWAGEN,413,GOL TREND 1.6,1,Privado,Jurídica,LA PLATA,BUENOS AIRES,No aplica,1946,No aplica,100,06,
COMUNICACIÓN DE RECUPERO,2025-02-03,2017-07-31,1188,LA PLATA Nº 07,Buenos Aires,Nacional,2017,12,SEDAN 4 PUERTAS,37,RENAULT,1C,FLUENCE PH2 1.6 DYNAMIQUE PACK,1,Privado,Jurídica,LA PLATA,BUENOS AIRES,No aplica,1946,No aplica,100,06,
COMUNICACIÓN DE RECUPERO,2025-02-03,2018-05-18,1188,LA PLATA Nº 07,Buenos Aires,Protocolo 21,2018,05,SEDAN 5 PUERTAS,044,FIAT,864,ARGO HGT 1.8,1,Privado,Jurídica,LA PLATA,BUENOS AIRES,No aplica,1946,No aplica,100,06,
COMUNICACIÓN DE RECUPERO,2025-02-03,2014-01-22,1188,LA PLATA Nº 07,Buenos Aires,Protocolo 21,2014,04,RURAL 5 PUERTAS,047,FORD,A02,ECOSPORT SE 2.0L MT N,1,Privado,Jurídica,LA PLATA,BUENOS AIRES,No aplica,1946,No aplica,100,06,
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2025-02-03,2007-01-24,1188,LA PLATA Nº 07,Buenos Aires,Protocolo 21,2007,02,SEDAN 4 PTAS,112,RENAULT,566,MEGANE II 1.6L EXPRESSION,1,Privado,Física,LA PLATA,BUENOS AIRES,Masculino,1990,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2025-02-03,2010-05-28,4061,CORDOBA Nº 18,Córdoba,Nacional,2010,18,SEDAN 3 PTAS,08,CHEVROLET,DA,CLASSIC 3 PTAS LT 1.4N,1,Privado,Física,CORDOBA,CORDOBA,No identificado,1971,ARGENTINA,100,14,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2025-02-03,2012-03-20,2064,CAPITAL FEDERAL Nº 064,Ciudad Autónoma de Buenos Aires,Protocolo 21,2012,02,SEDAN 4 PTAS,130,TOYOTA,705,COROLLA XEI 1.8 A/T,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1961,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2025-02-03,2012-07-31,2098,CAPITAL FEDERAL Nº 098,Ciudad Autónoma de Buenos Aires,Importado,2012,05,SEDAN 5 PUERTAS,104,PEUGEOT,645,308 GTI 200 CV,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1985,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2025-02-03,2005-03-21,1244,LA MATANZA Nº 11,Buenos Aires,Protocolo 21,2005,04,RURAL 5 PTAS,136,VOLKSWAGEN,276,GOL COUNTRY 1.6,1,Privado,Física,B°SAN EDUARDO,BUENOS AIRES,Masculino,1973,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2025-02-03,1997-11-19,4062,CORDOBA Nº 19,Córdoba,Importado,1997,13,FURGON,,RENAULT,,EXPRESS,1,Privado,Jurídica,CORDOBA,CORDOBA,No aplica,1995,No aplica,100,14,
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2025-02-03,2014-01-21,1220,AVELLANEDA Nº 6,Buenos Aires,Nacional,2014,17,SEDAN 5 PUERTAS,53,VOLKSWAGEN,VH,SURAN 1.6L 5P 814,1,Privado,Física,WILDE,BUENOS AIRES,No identificado,1971,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2025-02-03,2004-05-31,1246,LA PLATA Nº 12,Buenos Aires,Protocolo 21,2004,11,PICK UP,024,CHEVROLET,322,S10 2.8 DLX 4X4 T.I.(CAB.DOBLE),1,Privado,Física,GONNET,BUENOS AIRES,Masculino,1986,ARGENTINA,50,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2025-02-03,2010-06-25,1192,MORON Nº 07,Buenos Aires,Nacional,2010,12,SEDAN 4 PTAS,08,CHEVROLET,DD,CLASSIC 4 PTAS LT 1.4N,1,Privado,Física,CASTELAR,BUENOS AIRES,Masculino,1984,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2025-02-03,2017-10-12,1269,LA MATANZA Nº 12,Buenos Aires,Protocolo 21,2017,05,SEDAN 5 PUERTAS,047,FORD,A36,FIESTA 1.6L SE,1,Privado,Física,ALDO BONZI,BUENOS AIRES,Masculino,1983,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2025-02-03,2005-09-07,1221,PILAR Nº 2,Buenos Aires,Protocolo 21,2005,05,SEDAN 5 PTAS,024,CHEVROLET,361,MERIVA GL 1.8,1,Privado,Física,PILAR,BUENOS AIRES,Femenino,1993,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2025-02-03,2008-02-07,4090,CORDOBA Nº 26,Córdoba,Protocolo 21,2008,05,SEDAN 5 PTAS,024,CHEVROLET,419,VECTRA CD 2.4,1,Privado,Física,CORDOBA,CORDOBA,Masculino,1975,ARGENTINA,100,14,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2025-02-03,2010-06-10,1247,GENERAL RODRIGUEZ Nº 2,Buenos Aires,Nacional,2010,17,SEDAN 5 PTAS,34,PEUGEOT,JK,207 COMPACT XS 1.4 5P,1,Privado,Física,GENERAL RODRIGUEZ,BUENOS AIRES,Masculino,2000,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2025-02-03,2003-02-26,1270,TIGRE Nº 5,Buenos Aires,Nacional,2003,18,SEDAN 3 PUERTAS,34,PEUGEOT,AJ,206 XR 1.6 PACK 3P MUX,1,Privado,Física,GENERAL PACHECO,BUENOS AIRES,Femenino,1998,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2025-02-03,1997-08-19,1249,BERISSO Nº 1,Buenos Aires,Nacional,1997,,BERLINA 5 PTAS.,37,RENAULT,BC,CLIO RT 5 PS AA DA,1,Privado,Física,BERISSO,BUENOS AIRES,No identificado,1974,PERU,100,06,222
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2025-02-03,2000-08-04,2068,CAPITAL FEDERAL Nº 068,Ciudad Autónoma de Buenos Aires,Protocolo 21,2000,22,SEDAN 3 PUERTAS,112,RENAULT,004,TWINGO,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,2000,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2025-02-03,2010-11-12,1271,JOSE C. PAZ Nº 2,Buenos Aires,Importado,2010,02,SEDAN 4 PTAS,024,CHEVROLET,483,AVEO LT 1.6N MT,1,Privado,Física,JOSÉ C. PAZ,BUENOS AIRES,Masculino,1988,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2025-02-03,2014-05-12,1271,JOSE C. PAZ Nº 2,Buenos Aires,Protocolo 21,2014,05,SEDAN 5 PUERTAS,024,CHEVROLET,616,ONIX 1.4 N LT,1,Privado,Física,JOSÉ C. PAZ,BUENOS AIRES,Femenino,1991,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2025-02-03,1994-04-04,1224,MERLO Nº 3,Buenos Aires,Nacional,1994,11,SEDAN 2 PTAS,17,FIAT,66,VIVACE,1,Privado,Física,MERLO,BUENOS AIRES,Femenino,1989,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2025-02-03,2011-12-02,2069,CAPITAL FEDERAL Nº 069,Ciudad Autónoma de Buenos Aires,Protocolo 21,2011,05,SEDAN 5 PTAS,027,CITROEN,187,C3 1.4 I SX,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1941,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2025-02-03,2013-09-16,1305,HURLINGHAM Nº 3,Buenos Aires,Protocolo 21,2013,05,SEDAN 5 PUERTAS,136,VOLKSWAGEN,495,GOL TREND 1.6 GP,1,Privado,Física,WILLIAM C. MORRIS,BUENOS AIRES,Masculino,1988,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2025-02-03,2010-01-06,1305,HURLINGHAM Nº 3,Buenos Aires,Protocolo 21,2010,02,SEDAN 4 PTAS,112,RENAULT,641,MEGANE II 1.6 16V CONFORT,1,Privado,Física,VILLA TESEI,BUENOS AIRES,Femenino,1978,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2025-02-03,1996-11-07,1251,LANUS Nº 8,Buenos Aires,Nacional,1996,17,SEDAN 3 PUERTAS,53,VOLKSWAGEN,11,GOL CLD,1,Privado,Física,V. ALSINA/LANUS,BUENOS AIRES,No identificado,1960,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2025-02-03,2014-11-28,4045,CORDOBA Nº 12,Córdoba,Nacional,2014,20,PICK-UP,68,TOYOTA,91,HILUX 4X4 SRV LIMITED AT,1,Privado,Física,CORDOBA CAPITAL,CORDOBA,Masculino,1992,ARGENTINA,100,14,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2025-02-03,2023-01-17,1030,FLORENCIO VARELA Nº 1,Buenos Aires,Nacional,2023,20,PICK-UP,19,FORD,ZU,RANGER DC 4X2 XLT 2.5L N,1,Privado,Física,FLORENCIO VARELA,BUENOS AIRES,Femenino,1965,ARGENTINA,50,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2025-02-03,1996-01-23,1030,FLORENCIO VARELA Nº 1,Buenos Aires,Protocolo 21,1996,05,SEDAN 5 PUERTAS,024,CHEVROLET,008,CORSA GL 1.4 E.F.I.,1,Privado,Física,FLORENCIO VARELA,BUENOS AIRES,No identificado,1959,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2025-02-03,2016-05-30,1273,MORENO Nº 4,Buenos Aires,Protocolo 21,2016,05,SEDAN 5 PUERTAS,112,RENAULT,A11,NUEVO SANDERO EXPRESSION PACK,1,Privado,Física,FRANCISCO ALVAREZ,BUENOS AIRES,Masculino,1969,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2025-02-03,2017-01-05,1044,LA PLATA Nº 02,Buenos Aires,Nacional,2017,12,SEDAN 4 PUERTAS,08,CHEVROLET,EF,CRUZE 4P 1.4 TURBO LT MT,1,Privado,Física,MELCHOR ROMERO,BUENOS AIRES,Masculino,1970,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2025-02-03,2016-06-02,1047,LANUS Nº 1,Buenos Aires,Protocolo 21,2016,02,SEDAN 4 PUERTAS,130,TOYOTA,909,ETIOS XS 1.5 6M/T,1,Privado,Física,VALENTIN ALSINA,BUENOS AIRES,Masculino,1980,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2025-02-03,1997-09-26,1047,LANUS Nº 1,Buenos Aires,Nacional,1997,12,SEDAN 4 PTAS,53,VOLKSWAGEN,11,POLO CLASSIC 1.6 NAFTA,1,Privado,Física,LANUS OESTE,BUENOS AIRES,No identificado,1981,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2025-02-03,2008-08-20,1047,LANUS Nº 1,Buenos Aires,Importado,2008,02,SEDAN 4 PTAS,136,VOLKSWAGEN,282,BORA TDI,1,Privado,Física,VALENTIN ALSINA,BUENOS AIRES,No identificado,2000,PARAGUAY,100,06,221
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2025-02-03,2020-09-22,1053,LOMAS DE ZAMORA Nº 1,Buenos Aires,Nacional,2020,17,SEDAN 5 PUERTAS,37,RENAULT,3V,SANDERO PH2 LIFE 1.6,1,Privado,Física,LOMAS DE ZAMORA,BUENOS AIRES,Masculino,1961,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2025-02-03,2006-09-26,1053,LOMAS DE ZAMORA Nº 1,Buenos Aires,Nacional,2006,22,FURGON,37,RENAULT,NP,KANGOO RL EXPRESS DIE 1PCL AA,1,Privado,Física,LOMAS DE ZAMORA,BUENOS AIRES,Femenino,1988,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2025-02-03,2008-05-27,1306,PILAR Nº 5,Buenos Aires,Protocolo 21,2008,02,SEDAN 4 PUERTAS,112,RENAULT,642,MEGANE II 1.6 16V CONFORT PLUS,1,Privado,Física,MANUEL ALBERTI,BUENOS AIRES,No identificado,1992,PARAGUAY,100,06,221
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2025-02-03,2016-05-02,1062,MERLO Nº 1,Buenos Aires,Importado,2016,82,PICK-UP CABINA DOBLE,M20,RAM,001,RAM 1500 5.7 V8 LARAMIE 4X4,1,Privado,Física,MERLO,BUENOS AIRES,No identificado,1964,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2025-02-03,2011-05-20,13001,MENDOZA Nº 01,Mendoza,Importado,2011,02,SEDAN 4 PTAS,024,CHEVROLET,533,CRUZE 1.8 LT,1,Privado,Física,VISTALBA,MENDOZA,Masculino,1964,ARGENTINA,100,50,200
