tramite_tipo,tramite_fecha,fecha_inscripcion_inicial,registro_seccional_codigo,registro_seccional_descripcion,registro_seccional_provincia,automotor_origen,automotor_anio_modelo,automotor_tipo_codigo,automotor_tipo_descripcion,automotor_marca_codigo,automotor_marca_descripcion,automotor_modelo_codigo,automotor_modelo_descripcion,automotor_uso_codigo,automotor_uso_descripcion,titular_tipo_persona,titular_domicilio_localidad,titular_domicilio_provincia,titular_genero,titular_anio_nacimiento,titular_pais_nacimiento,titular_porcentaje_titularidad,titular_domicilio_provincia_id,titular_pais_nacimiento_id
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-01-02,2019-11-22,1043,LA PLATA Nº 01,Buenos Aires,Protocolo 21,2019,05,SEDAN 5 PUERTAS,104,PEUGEOT,861,208 ALLURE 1.6 115,1,Privado,Física,LA PLATA,BUENOS AIRES,Femenino,1975,ARGENTINA,50,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-01-02,2012-06-07,1065,MORON Nº 02,Buenos Aires,Nacional,2012,22,FURGON VIDRIADO C/ASIENTOS,07,CITROEN,AU,BERLINGO FURGON 1.4I PACK SEGURIDAD AM53,1,Privado,Física,ITUZAINGO,BUENOS AIRES,Femenino,1987,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-01-02,2018-06-14,1106,LA MATANZA Nº 02,Buenos Aires,Protocolo 21,2018,05,SEDAN 5 PUERTAS,136,VOLKSWAGEN,577,GOL TREND 1.6 MSI,1,Privado,Física,RAMOS MEJIA,BUENOS AIRES,Masculino,1988,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-01-02,2010-01-07,1113,SAN VICENTE,Buenos Aires,Protocolo 21,2010,05,SEDAN 5 PUERTAS,044,FIAT,666,PUNTO HLX 1.8,1,Privado,Física,GUERNICA,BUENOS AIRES,Femenino,2003,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-01-02,2007-02-13,1114,CAÑUELAS,Buenos Aires,Protocolo 21,2007,17,CHASIS C/CABINA,063,IVECO,122,DAILY 49.12,1,Privado,Física,CAÑUELAS,BUENOS AIRES,No identificado,1961,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-01-02,1987-01-07,1117,TRES DE FEBRERO Nº 2,Buenos Aires,Nacional,1987,12,SEDAN 4 PTAS,17,FIAT,49,"SE 1,3 CL",1,Privado,Física,CASEROS,BUENOS AIRES,No identificado,1962,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-01-02,1996-04-11,1118,QUILMES Nº 2,Buenos Aires,Nacional,1996,20,PICK-UP,19,FORD,16,F-100 DIESEL,1,Privado,Física,BERNAL,BUENOS AIRES,Masculino,1984,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-01-02,1995-01-16,1119,MORON Nº 03,Buenos Aires,Protocolo 21,1995,02,SEDAN 4 PUERTAS,112,RENAULT,221,R9 RL,1,Privado,Física,HAEDO,BUENOS AIRES,No identificado,1999,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-01-02,2007-07-04,1126,MAR DEL PLATA Nº 04,Buenos Aires,Protocolo 21,2007,04,RURAL 5 PTAS,047,FORD,728,ECOSPORT 1.6L 4X2 XLS MP3,1,Privado,Física,MAR DEL PLATA,BUENOS AIRES,Femenino,1975,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-01-02,1997-08-06,1136,ADROGUE Nº 2,Buenos Aires,Nacional,1997,17,SEDAN 5 PTAS,34,PEUGEOT,32,306 XR 1.8,1,Privado,Física,SAN JOSE,BUENOS AIRES,No identificado,1971,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-01-02,1996-01-25,1146,MERLO Nº 2,Buenos Aires,Importado,1996,05,SEDAN 5 PTAS,047,FORD,114,MONDEO GHIA 16 V,1,Privado,Física,PONTEVEDRA,BUENOS AIRES,Masculino,1990,ARGENTINA,100,06,200
