tramite_tipo,tramite_fecha,fecha_inscripcion_inicial,registro_seccional_codigo,registro_seccional_descripcion,registro_seccional_provincia,automotor_origen,automotor_anio_modelo,automotor_tipo_codigo,automotor_tipo_descripcion,automotor_marca_codigo,automotor_marca_descripcion,automotor_modelo_codigo,automotor_modelo_descripcion,automotor_uso_codigo,automotor_uso_descripcion,titular_tipo_persona,titular_domicilio_localidad,titular_domicilio_provincia,titular_genero,titular_anio_nacimiento,titular_pais_nacimiento,titular_porcentaje_titularidad,titular_domicilio_provincia_id,titular_pais_nacimiento_id
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,1996-01-29,1232,HURLINGHAM Nº 2 (EX. MORON Nº 10),Buenos Aires,Importado,1996,05,SEDAN 5 PUERTAS,047,FORD,115,FIESTA CL,1,Privado,Física,HURLINGHAM,BUENOS AIRES,Femenino,1978,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2018-01-08,15007,NEUQUEN Nº 4,Neuquén,Importado,2018,10,TODO TERRENO,151,JEEP,097,COMPASS LONGITUDE 2.4 AT9 AWD,1,Privado,Física,NEUQUÉN,NEUQUEN,Masculino,1979,ARGENTINA,50,58,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2010-02-26,1234,ADROGUE Nº 4,Buenos Aires,Importado,2010,04,RURAL 5 PTAS,158,DODGE,117,JOURNEY SXT 2.4,1,Privado,Física,CLAYPOLE,BUENOS AIRES,No identificado,1972,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2015-11-06,4055,CORDOBA Nº 14,Córdoba,Nacional,2015,12,SEDAN 4 PUERTAS,17,FIAT,AZ,SIENA (F4) EL 1.4 8V,1,Privado,Física,CORDOBA,CORDOBA,Femenino,1977,ARGENTINA,100,14,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2006-01-11,21015,ROSARIO Nº 03,Santa Fe,Importado,2006,02,SEDAN 4 PTAS,011,AUDI,104,A4 2.0 TDI/2006,1,Privado,Física,ROSARIO,SANTA FE,Femenino,1966,ARGENTINA,100,82,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,1995-10-11,1239,QUILMES Nº 8,Buenos Aires,Importado,1995,05,SEDAN 5 PTAS,,FORD,,FIESTA CL,1,Privado,Física,BERNAL - QUILMES,BUENOS AIRES,No identificado,1978,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2024-02-20,1239,QUILMES Nº 8,Buenos Aires,Protocolo 21,2024,04,RURAL 5 PUERTAS,151,JEEP,136,RENEGADE SPORT 1.8L AT6 FWD,1,Privado,Física,QUILMES,BUENOS AIRES,Masculino,1978,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2012-08-14,1243,BERAZATEGUI Nº 4,Buenos Aires,Nacional,2012,12,SEDAN 4 PTAS,08,CHEVROLET,DC,CLASSIC 4 PTAS LS AA+DIR 1.4N,1,Privado,Física,BERAZATEGUI,BUENOS AIRES,Masculino,1976,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2003-03-27,1244,LA MATANZA Nº 11,Buenos Aires,Nacional,2003,12,SEDAN 4 PTAS,19,FORD,PX,FOCUS EDGE 4P N AUT. - 2003,1,Privado,Física,RAMOS MEJIA,BUENOS AIRES,Femenino,1994,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2021-12-06,13016,MENDOZA Nº 10,Mendoza,Nacional,2021,20,PICK-UP,19,FORD,ZG,RANGER DC 4X2 XL 2.2L D,1,Privado,Física,GODOY CRUZ,MENDOZA,Femenino,1977,ARGENTINA,100,50,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2011-03-22,4060,CORDOBA Nº 17,Córdoba,Protocolo 21,2011,22,SEDAN 3 PTAS,047,FORD,816,KA FLY VIRAL 1.6L,1,Privado,Física,CORDOBA,CORDOBA,Masculino,1999,ARGENTINA,100,14,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,1999-08-04,4060,CORDOBA Nº 17,Córdoba,Nacional,1999,,SEDAN,08,CHEVROLET,51,CORSA 4 PUERTAS GL,1,Privado,Física,CORDOBA,CORDOBA,Femenino,1989,ARGENTINA,100,14,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2007-09-13,13018,MENDOZA Nº 11,Mendoza,Importado,2007,10,TODO TERRENO,058,HYUNDAI,229,SANTA FE 2.2 4WD CRDI,1,Privado,Física,LA PUNTILLA,MENDOZA,Femenino,1976,ARGENTINA,100,50,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2007-04-09,13018,MENDOZA Nº 11,Mendoza,Protocolo 21,2007,02,SEDAN 4 PTAS,055,HONDA,B31,CIVIC EXS,1,Privado,Física,DORREGO,MENDOZA,Femenino,1981,ARGENTINA,100,50,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,1994-05-20,4061,CORDOBA Nº 18,Córdoba,Nacional,1994,12,SEDAN 4 PTAS,53,VOLKSWAGEN,10,VW SENDA DIESEL,1,Privado,Física,CORDOBA,CORDOBA,Femenino,1975,ARGENTINA,100,14,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2003-06-13,1247,GENERAL RODRIGUEZ Nº 2,Buenos Aires,Protocolo 21,2003,22,SEDAN 3 PTAS,136,VOLKSWAGEN,274,GOL 1.6,1,Privado,Física,GENERAL RODRIGUEZ,BUENOS AIRES,Masculino,2002,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2002-01-16,13021,MENDOZA Nº 13,Mendoza,Importado,2001,05,SEDAN 5 PTAS,104,PEUGEOT,451,307 XT 2.0  HDI,1,Privado,Física,CARRODILLA,MENDOZA,Femenino,1982,ARGENTINA,100,50,200
